グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
GT Roadster (左ハンドル) (1),1368万円,1917.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=42898/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT Roadster (左ハンドル),AMG
GT Roadster Night Edition (1),1753万円,2153.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=52467/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT Roadster Night Edition,AMG
GT S Roadster (左ハンドル) (1),1627万円,2177.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=48459/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT S Roadster (左ハンドル),AMG
GT C Roadster (4),1680〜2250万円,2352.0,3982cc,2,FR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=33296/Generation=42128/UCGrade=42900/,"GTロードスター 2017年モデル
                                        (9)",GTロードスター,2017年モデル,GT C Roadster,AMG
S 63 E PERFORMANCE (2),2469〜3073万円,3726.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=64076/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE,AMG
S 63 E PERFORMANCE (左ハンドル) (4),2420〜2946万円,3726.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=64075/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE (左ハンドル),AMG
S 63 E PERFORMANCE Edition 1 (1),2819万円,4040.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=42621/UCGrade=63954/,"S AMG 2023年モデル
                                        (7)",S AMG,2023年モデル,S 63 E PERFORMANCE Edition 1,AMG
S63 4MATIC long (3),520〜664万円,2483.0,5461cc,5,4WD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28759/,"S AMG 2013年モデル
                                        (37)",S AMG,2013年モデル,S63 4MATIC long,AMG
S63 long (24),338〜1260万円,2575.0,3982cc,5,FR,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28758/,"S AMG 2013年モデル
                                        (37)",S AMG,2013年モデル,S63 long,AMG
S63 4MATIC+ long (4),850〜1289万円,2616.0,3982cc,5,4WD,9AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=42606/,"S AMG 2013年モデル
                                        (37)",S AMG,2013年モデル,S63 4MATIC+ long,AMG
S65 long (4),955〜1110万円,3427.0,5980cc,5,FR,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=41778/UCGrade=28760/,"S AMG 2013年モデル
                                        (37)",S AMG,2013年モデル,S65 long,AMG
S63 long (左ハンドル) (1),315.0万円,2302.0,5461cc,5,RWD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=22412/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S63 long (左ハンドル),AMG
S65 AMG ロング (左) (1),598.0万円,3040.0,5980cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=23687/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S65 AMG ロング (左),AMG
S65 long (1),450.0万円,2820.0,5980cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40526/UCGrade=17253/,"S AMG 2006年モデル
                                        (3)",S AMG,2006年モデル,S65 long,AMG
S55 long (3),240〜280万円,1858.0,5438cc,5,FR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=26/Model=31028/Generation=40525/UCGrade=17248/,"S AMG 1999年モデル
                                        (5)",S AMG,1999年モデル,S55 long,AMG
318i (8),248〜482万円,574.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52378/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,318i,BMW
318i 40th Anniversary Edition (3),268〜297万円,580.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=55605/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,318i 40th Anniversary Edition,BMW
320d xDrive Edition Joy+ (3),279〜318万円,580.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=51798/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320d xDrive Edition Joy+,BMW
320d xDrive (10),223〜336万円,624.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48887/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320d xDrive,BMW
320i (8),195〜320万円,625.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48395/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320i,BMW
320d xDrive M Sport Edition Joy+ (17),253〜382万円,632.0,1995cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=51799/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320d xDrive M Sport Edition Joy+,BMW
318i M Sport Edition Shadow (6),413〜466万円,660.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=64498/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,318i M Sport Edition Shadow,BMW
330i M Sport (14),254〜339万円,675.0,1998cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48397/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,330i M Sport,BMW
318i M Sport (45),236〜506万円,678.0,1998cc,5,RWD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52379/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,318i M Sport,BMW
320d xDrive M Sport Edition Sunrise (アルピン・ホワイト) (4),295〜369万円,687.0,1995cc,5,4WD,8AT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=52053/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320d xDrive M Sport Edition Sunrise (アルピン・ホワイト),BMW
320i M Sport (98),198〜581万円,724.0,1998cc,5,RWD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48396/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320i M Sport,BMW
320d xDrive M Sport (140),208〜589万円,766.0,1994cc,5,4WD,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48888/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,320d xDrive M Sport,BMW
M340i xDrive (37),382〜716万円,978.0,2997cc,5,4WD,8AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=42238/UCGrade=48890/,"3シリーズ 2019年モデル
                                        (525)",3シリーズ,2019年モデル,M340i xDrive,BMW
320i SE (1),60.9万円,427.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24870/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i SE,BMW
318i (4),152〜179万円,469.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35801/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,318i,BMW
320d BluePerformance (2),68〜69万円,470.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25838/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d BluePerformance,BMW
320i (28),55〜199万円,489.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24871/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i,BMW
320d BluePerformance Luxury (4),59〜200万円,490.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25841/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d BluePerformance Luxury,BMW
320d BluePerformance Sport (5),65〜105万円,490.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25839/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d BluePerformance Sport,BMW
320i Modern (2),108〜110万円,504.0,1997cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24875/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i Modern,BMW
318i Luxury (3),149〜239万円,512.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35802/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,318i Luxury,BMW
318i M Sport (2),119〜189万円,513.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=35803/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,318i M Sport,BMW
320d BluePerformance M Sport (8),84〜175万円,514.0,1995cc,5,FR,8AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25842/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d BluePerformance M Sport,BMW
320i xDrive (3),55〜96万円,514.0,1997cc,5,4WD,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25790/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i xDrive,BMW
318i M Sport Edition Shadow (2),213〜290万円,533.0,1498cc,5,FR,8AT,17km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=42884/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,318i M Sport Edition Shadow,BMW
320i Sport (MT) (3),148〜205万円,543.0,1998cc,5,FR,6MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24874/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i Sport (MT),BMW
320i Sport (27),68〜161万円,560.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24873/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i Sport,BMW
320d (13),65〜167万円,562.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28577/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d,BMW
320i M Sport (MT) (11),125〜370万円,566.0,1998cc,5,FR,6MT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=29018/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i M Sport (MT),BMW
320i StyleMeister (1),193.9万円,574.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=37261/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i StyleMeister,BMW
320d Celebration Edition Style Edge (1),209.0万円,577.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=34933/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d Celebration Edition Style Edge,BMW
320i Luxury (41),64〜195万円,577.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24877/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i Luxury,BMW
320i M Sport (64),74〜318万円,583.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=29017/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i M Sport,BMW
320d Sport (12),77〜158万円,585.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28578/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d Sport,BMW
320i xDrive Sport (5),95〜157万円,592.0,1998cc,5,4WD,8AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25791/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i xDrive Sport,BMW
320d StyleMeister (1),179.0万円,597.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=37262/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d StyleMeister,BMW
320d Luxury (33),71〜192万円,602.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28580/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d Luxury,BMW
328i (1),70.0万円,604.0,1997cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24605/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,328i,BMW
320d M Sport (39),69〜244万円,608.0,1995cc,5,FR,8AT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=28581/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320d M Sport,BMW
320i xDrive Luxury (7),80〜153万円,609.0,1998cc,5,4WD,8AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25793/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i xDrive Luxury,BMW
320i M Sport Edition Shadow (8),189〜252万円,611.0,1998cc,5,FR,8AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=42885/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i M Sport Edition Shadow,BMW
320i xDrive M Sport (13),90〜214万円,615.0,1998cc,5,4WD,8AT,14km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=25794/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,320i xDrive M Sport,BMW
328i Luxury (9),72〜133万円,621.0,1997cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24608/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,328i Luxury,BMW
328i Modern (3),77〜79万円,621.0,1997cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24607/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,328i Modern,BMW
328i Sport (8),79〜189万円,621.0,1997cc,5,FR,8AT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=22/Model=30931/Generation=41545/UCGrade=24606/,"3シリーズ 2012年モデル
                                        (459)",3シリーズ,2012年モデル,328i Sport,BMW
