,グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
2722,クーペ Dynamic (9),158〜349万円,645.0,1998cc,5,4WD,9AT,10.7km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=24354/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,クーペ Dynamic,ランドローバー
2723,SE (13),139〜284万円,502.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=34354/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,SE,ランドローバー
2724,SE (ディーゼル) (5),220〜353万円,521.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43968/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,SE (ディーゼル),ランドローバー
2725,SE Plus (26),177〜520万円,608.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=34355/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,SE Plus,ランドローバー
2726,SE Plus (ディーゼル) (7),226〜292万円,627.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43967/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,SE Plus (ディーゼル),ランドローバー
2727,FREE STYLE-D (1),318.9万円,499.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=45018/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,FREE STYLE-D,ランドローバー
2728,FREESTYLE (1),249.9万円,509.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=46124/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,FREESTYLE,ランドローバー
2729,FREESTYLE (ディーゼル) (3),235〜249万円,518.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=46122/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,FREESTYLE (ディーゼル),ランドローバー
2730,FREESTYLE PLUS (2),243〜274万円,591.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=46125/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,FREESTYLE PLUS,ランドローバー
2731,FREESTYLE PLUS (ディーゼル) (2),269〜294万円,599.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=46123/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,FREESTYLE PLUS (ディーゼル),ランドローバー
2732,Dynamic (11),179〜294万円,624.0,1998cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=30670/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,Dynamic,ランドローバー
2733,Dynamic Limited (3),188〜258万円,699.0,1998cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=29113/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,Dynamic Limited,ランドローバー
2734,Autobiography (1),249.0万円,835.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=30672/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,Autobiography,ランドローバー
2735,HSE (14),163〜514万円,665.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=34356/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,HSE,ランドローバー
2736,HSE (ディーゼル) (2),224〜269万円,685.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43973/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,HSE (ディーゼル),ランドローバー
2737,HSE Dynamic (16),198〜378万円,709.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=34357/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,HSE Dynamic,ランドローバー
2738,HALEWOOD (2),319〜388万円,712.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=46126/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,HALEWOOD,ランドローバー
2739,HSE Dynamic (ディーゼル) (1),259.8万円,729.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43970/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,HSE Dynamic (ディーゼル),ランドローバー
2740,LANDMARK EDITION (2),298〜332万円,669.0,1995cc,5,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43972/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,LANDMARK EDITION,ランドローバー
2741,LANDMARK EDITION (ディーゼル) (2),228〜335万円,688.0,1999cc,5,4WD,9AT,13.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31779/Generation=41536/UCGrade=43969/,"レンジローバーイヴォーク 2012年モデル
                                        (173)",レンジローバーイヴォーク,2012年モデル,LANDMARK EDITION (ディーゼル),ランドローバー
2742,HSE Dynamic (9),389〜761万円,768.0,1995cc,4,4WD,9AT,10.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=33235/Generation=42010/UCGrade=35731/,"レンジローバーイヴォークコンバーチブル 2016年モデル
                                        (10)",レンジローバーイヴォークコンバーチブル,2016年モデル,HSE Dynamic,ランドローバー
2743,S (1),1091万円,1258.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59050/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,S,ランドローバー
2744,SV EDITION ONE (9),2498〜3140万円,2474.0,4395cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=63842/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,SV EDITION ONE,ランドローバー
2745,DYNAMIC S (6),968〜1240万円,1119.0,2997cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59047/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,DYNAMIC S,ランドローバー
2746,DYNAMIC SE (16),1139〜1298万円,1298.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59048/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,DYNAMIC SE,ランドローバー
2747,DYNAMIC SE (16),1139〜1298万円,1341.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59048/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,DYNAMIC SE,ランドローバー
2748,DYNAMIC HSE (12),1125〜1439万円,1409.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59046/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,DYNAMIC HSE,ランドローバー
2749,AUTOBIOGRAPHY (ディーゼル) (21),961〜1730万円,1579.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59045/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,AUTOBIOGRAPHY (ディーゼル),ランドローバー
2750,AUTOBIOGRAPHY (4),1422〜1650万円,1622.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=62757/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,AUTOBIOGRAPHY,ランドローバー
2751,FIRST EDITION (3),1213〜1340万円,1604.0,2996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59049/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,FIRST EDITION,ランドローバー
2752,LAUNCH EDITION (5),1199〜1800万円,1708.0,2996cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=42509/UCGrade=59170/,"レンジローバースポーツ 2022年モデル
                                        (82)",レンジローバースポーツ,2022年モデル,LAUNCH EDITION,ランドローバー
2753,SE (11),275〜770万円,873.0,2994cc,5,4WD,8AT,8.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=29134/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,SE,ランドローバー
2754,SVR (19),478〜1280万円,1723.0,4999cc,5,4WD,8AT,7.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=34440/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,SVR,ランドローバー
2755,SVR Carbon Edition (1),1130万円,1921.0,4999cc,5,4WD,8AT,7.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=52789/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,SVR Carbon Edition,ランドローバー
2756,SVR JAPAN SV EDITION (1),1260万円,2165.0,4999cc,5,4WD,8AT,7.6km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=58099/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,SVR JAPAN SV EDITION,ランドローバー
2757,SE (ディーゼル) (5),475〜804万円,936.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=36293/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,SE (ディーゼル),ランドローバー
2758,HSE (8),279〜420万円,1023.0,2994cc,5,4WD,8AT,8.4km/L,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=29135/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,HSE,ランドローバー
2759,HSE (ディーゼル) (12),518〜751万円,1084.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=36294/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,HSE (ディーゼル),ランドローバー
2760,HSE DYNAMIC (ディーゼル) (17),448〜794万円,1143.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=36295/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,HSE DYNAMIC (ディーゼル),ランドローバー
2761,HSE Dynamic Black (2),756〜799万円,1229.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=52784/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,HSE Dynamic Black,ランドローバー
2762,HST (7),383〜710万円,1264.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=34438/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,HST,ランドローバー
2763,50th Collection (1),621.8万円,999.0,2993cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=38/Model=31641/Generation=41737/UCGrade=53266/,"レンジローバースポーツ 2013年モデル
                                        (114)",レンジローバースポーツ,2013年モデル,50th Collection,ランドローバー
